Vehicle_Number,Phone_Number,Starting_Location,Destination,Frequent_Places,cycle,ambient_temperature,capacity,voltage_measured,current_measured,temperature_measured,current_load,voltage_load,time
1360,9916433533,45,35,35,59,24,1640134,3530713,-2007634,31386690,19990,2624,1284031
2815,9777275607,12,22,47,59,24,1640134,3528837,-2012128,31357558,19990,2622,1293390
8196,8333742124,37,6,24,59,24,1640134,3527239,-2007542,31349177,19990,2620,1302750
2600,7316457635,26,26,29,59,24,1640134,3525482,-2011696,31343410,19990,2618,1312125
9394,8998625177,44,44,5,59,24,1640134,3523475,-2010738,31463438,19990,2616,1321484
5963,8123892426,15,18,15,59,24,1640134,3521500,-2007931,31547273,19990,2615,1330890
2577,7764243038,21,43,43,59,24,1640134,3519683,-2017070,31576928,19990,2613,1340265
934,9981194054,35,35,45,59,24,1640134,3518252,-2009614,31603069,19990,2611,1349640
2060,8444870614,2,27,27,59,24,1640134,3516258,-2004955,31670495,19990,2610,1359000
4869,8067517591,30,22,22,59,24,1640134,3514830,-2012861,31705693,19990,2608,1368390
6909,9826428875,1,35,4,59,24,1640134,3512884,-2011371,31737724,19990,2606,1377765
2169,7761659941,45,35,35,59,24,1640134,3511017,-2011844,31722969,19990,2604,1387140
8721,8216596917,0,0,46,59,24,1640134,3509366,-2008185,31743180,19990,2603,1396484
3299,7087211585,37,6,44,59,24,1640134,3507914,-2011810,31790704,19990,2601,1405906
2888,77803497310,19,43,19,59,24,1640134,3506187,-2013983,31847896,19990,2600,1415265
8666,8608779105,33,19,19,59,24,1640134,3504596,-2014348,31902919,19990,2598,1424593
1471,7016224228,24,24,37,59,24,1640134,3502933,-2010998,31912168,19990,2596,1433953
5980,8323621528,42,19,43,59,24,1640134,3501246,-2006536,31942774,19990,2594,1443296
17,7654114798,3,3,2,59,24,1640134,3499780,-2010334,31939278,19990,2593,1452625
5749,7173059096,14,2,25,59,24,1640134,3497978,-2011996,32002622,19990,2591,1462031
7177,7849047701,14,14,27,59,24,1640134,3496429,-2011807,32080266,19990,2590,1471421
5523,8607053059,47,22,48,59,24,1640134,3494738,-2008206,32103718,19992,2588,1480781
306,96296307210,0,16,46,59,24,1640134,3493009,-2014456,32029591,19992,2586,1490140
8686,7915990331,41,26,34,59,24,1640134,3491694,-2009656,32167570,19990,2585,1499484
7488,8484236228,4,45,1,59,24,1640134,3490194,-2012007,32223000,19992,2584,1508875
9840,7867140679,41,41,41,59,24,1640134,3488603,-2012755,32201325,19990,2582,1518234
4772,7315170026,19,33,21,59,24,1640134,3486891,-2009877,32209060,19990,2580,1527625
5017,7165885637,47,22,22,59,24,1640134,3485435,-2012034,32313356,19992,2579,1537015
5090,9128213055,14,2,3,59,24,1640134,3483808,-2008464,32213285,19990,2578,1546343
1262,7351458472,12,47,12,59,24,1640134,3482416,-2007682,32340070,19990,2576,1555687
8357,8664824226,37,24,5,59,24,1640134,3480920,-2010385,32433970,19990,2574,1565046
4204,8531235654,45,40,40,59,24,1640134,3479408,-2006712,32480977,19990,2573,1574453
5847,9802871485,15,18,17,59,24,1640134,3477932,-2008716,32514243,19990,2572,1583812
8196,8620133113,10,31,36,59,24,1640134,3476540,-2008366,32583073,19990,2570,1593203
6764,9141197554,7,7,39,59,24,1640134,3474870,-2011149,32589403,19992,2568,1602531
8068,8841132634,20,20,20,59,24,1640134,3473692,-2010107,32617449,19990,2567,1611859
9995,8845482643,27,3,3,59,24,1640134,3472119,-2010534,32634458,19992,2566,1621171
1352,8526923341,41,34,34,59,24,1640134,3470774,-2011875,32657515,19990,2564,1630531
6618,9272384827,5,6,5,59,24,1640134,3469300,-2007052,32669963,19992,2563,1639890
8966,8313191207,15,15,49,59,24,1640134,3468085,-2009781,32651199,19990,2562,1649265
2403,7315659295,0,16,11,59,24,1640134,3466383,-2011140,32673283,19990,2560,1658609
5924,8051256818,35,1,35,59,24,1640134,3465064,-2009829,32787273,19990,2559,1668000
5022,7828226863,36,8,36,59,24,1640134,3463800,-2010113,32807137,19990,2558,1677328
8421,8141112287,15,49,32,59,24,1640134,3462249,-2010976,32845752,19992,2556,1686687
9295,7088346677,19,19,42,59,24,1640134,3461117,-2010698,32839562,19990,2554,1696046
7433,8126971464,17,18,17,59,24,1640134,3459520,-2008622,32856088,19990,2553,1705468
2476,9057633518,49,18,32,59,24,1640134,3458222,-2012006,33029786,19990,2552,1714812
9319,7521025722,49,15,49,59,24,1640134,3456977,-2008942,33050034,19990,2550,1724234
5527,8750844215,19,21,33,59,24,1640134,3455287,-2009243,32942773,19992,2549,1733546
6007,7993685106,24,6,24,59,24,1640134,3454301,-2009846,33033409,19990,2548,1742890
6572,7828892296,22,22,48,59,24,1640134,3452803,-2009633,33167972,19992,2546,1752250
9685,8874376614,3,27,2,59,24,1640134,3451485,-2010754,33162295,19992,2545,1761546
8582,7343024783,10,10,10,59,24,1640134,3450187,-2012871,33190856,19990,2544,1770906
4240,84874235310,35,40,40,59,24,1640134,3449254,-2011634,33177158,19990,2542,1780343
9050,9810275754,30,12,22,59,24,1640134,3447648,-2010807,33197354,19990,2541,1789750
9052,89789147510,25,2,27,59,24,1640134,3446230,-2008152,33253881,19990,2540,1799078
4507,8964119505,1,1,4,59,24,1640134,3445101,-2010461,33162386,19992,2539,1808484
7654,9534518804,22,48,12,59,24,1640134,3443803,-2009318,33285058,19990,2538,1817812
1299,9080312292,12,30,12,59,24,1640134,3442331,-2010623,33386619,19990,2536,1827140
9503,7353787514,18,49,49,59,24,1640134,3441322,-2011157,33383495,19990,2535,1836546
7549,8240863681,1,40,40,59,24,1640134,3439819,-2009087,33424117,19990,2534,1845921
6796,9991110448,36,8,8,59,24,1640134,3438554,-2010138,33435349,19990,2532,1855296
2392,9350258019,10,10,31,59,24,1640134,3437264,-2010486,33574883,19990,2531,1864656
6097,87965664010,21,42,42,59,24,1640134,3435906,-2008509,33505944,19990,2530,1874015
3781,7613196254,6,6,37,59,24,1640134,3434739,-2008871,33546314,19990,2528,1883406
9819,7237096651,42,21,21,59,24,1640134,3433367,-2012099,33637547,19992,2527,1892765
4752,9606235747,47,48,30,59,24,1640134,3432208,-2009773,33652319,19990,2526,1902140
2975,9280060918,31,36,8,59,24,1640134,3430849,-2010315,33665227,19990,2524,1911468
36,9142954334,36,10,10,59,24,1640134,3429467,-2008716,33668011,19990,2523,1920890
1188,9055985995,20,9,20,59,24,1640134,3428148,-2010843,33736175,19992,2522,1930265
5028,7223595084,1,1,35,59,24,1640134,3426816,-2007827,33838011,19990,2520,1939640
7303,8723094075,16,46,46,59,24,1640134,3425443,-2009399,33809248,19990,2519,1949031
3833,7150874709,10,10,36,59,24,1640134,3424257,-2009808,33903994,19990,2518,1958390
4140,9377129347,31,38,31,59,24,1640134,3422918,-2011822,33884744,19992,2517,1967734
5790,7190939708,8,10,38,59,24,1640134,3421802,-2010987,33968185,19990,2516,1977125
5714,7812386443,42,42,33,59,24,1640134,3420338,-2008642,34015552,19992,2514,1986468
9971,8425743382,29,29,41,59,24,1640134,3419008,-2010885,34008308,19990,2513,1995859
4903,9891457583,45,35,35,59,24,1640134,3417696,-2009599,34001483,19992,2512,2005250
9758,8393922813,4,1,45,59,24,1640134,3416455,-2013200,34059275,19992,2510,2014625
6401,8966834525,24,24,37,59,24,1640134,3415172,-2010628,34152932,19990,2509,2023953
5158,9120879865,38,38,31,59,24,1640134,3413651,-2012101,34095034,19992,2508,2033328
7097,7952590917,10,8,8,59,24,1640134,3412182,-2009634,34208462,19990,2506,2042734
7764,7861016305,33,19,43,59,24,1640134,3410941,-2008018,34242426,19990,2505,2052092
2655,7991767971,41,28,26,59,24,1640134,3409562,-2010058,34267464,19992,2504,2061484
4966,9716076027,11,0,23,59,24,1640134,3408281,-2010998,34334433,19990,2502,2070859
8547,8214292772,37,37,37,59,24,1640134,3406870,-2010839,34346323,19990,2501,2080217
5504,8346453542,22,47,22,59,24,1640134,3405594,-2012580,34376372,19992,2500,2089609
6047,8443232853,32,49,17,59,24,1640134,3404066,-2013549,34525905,19990,2498,2098921
9754,8578839508,29,29,41,59,24,1640134,3402861,-2011571,34396857,19990,2496,2108312
3146,9462619925,28,34,34,59,24,1640134,3401431,-2011274,34508938,19990,2495,2117671
6576,9756684037,47,48,30,59,24,1640134,3399873,-2011070,34561041,19992,2494,2127031
1575,79157892710,42,43,43,59,24,1640134,3398502,-2011453,34540055,19990,2492,2136406
2632,9723925079,39,9,7,59,24,1640134,3396994,-2009682,34541858,19992,2491,2145812
6036,7895250963,47,47,12,59,24,1640134,3395513,-2010088,34613023,19992,2490,2155171
8328,9231984384,12,22,47,59,24,1640134,3393836,-2008608,34619569,19990,2488,2164546
8857,8800632407,10,31,8,59,24,1640134,3392626,-2010206,34788030,19992,2486,2173890
559,8915219752,14,25,14,59,24,1640134,3390692,-2011314,34742880,19992,2484,2183250
5650,9579981697,0,46,16,59,24,1640134,3389483,-2010754,34818769,19992,2483,2192593
2049,91908830910,16,0,0,59,24,1640134,3387863,-2009096,34867001,19990,2482,2201937
3219,8075411679,40,40,40,59,24,1640134,3386319,-2010518,34837959,19992,2480,2211296
452,9376646552,40,45,40,59,24,1640134,3384428,-2008498,34944842,19990,2478,2220687
1912,7088037948,36,8,38,59,24,1640134,3383122,-2011985,35027381,19992,2477,2230046
6577,8480638321,7,20,9,59,24,1640134,3381495,-2010367,35050649,19990,2474,2239390
4813,7548171928,27,2,2,59,24,1640134,3379582,-2009075,35045399,19990,2472,2248750
5592,8990534459,16,0,46,59,24,1640134,3377988,-2010370,35148502,19990,2470,2258125
4135,8211841463,11,0,46,59,24,1640134,3376356,-2010300,35061660,19990,2469,2267531
393,9909168703,24,6,6,59,24,1640134,3374812,-2010829,35201407,19992,2468,2276890
673,9458622367,47,47,48,59,24,1640134,3373001,-2009527,35192818,19992,2466,2286296
7725,8513195873,44,24,24,59,24,1640134,3371082,-2010051,35133290,19990,2464,2295640
8847,7915915624,16,23,0,59,24,1640134,3369155,-2010058,35268254,19990,2462,2305000
6663,7126584643,17,18,15,59,24,1640134,3367559,-2007134,35307417,19990,2460,2314359
1487,7613779613,27,3,14,59,24,1640134,3365576,-2011296,35295710,19990,2459,2323734
6304,9672986359,40,1,35,59,24,1640134,3363944,-2011883,35417546,19992,2457,2333062
6220,84641446610,36,38,10,59,24,1640134,3361661,-2012658,35451685,19990,2455,2342468
4232,9832817427,4,35,45,59,24,1640134,3359822,-2011760,35420677,19992,2453,2351812
73,8519019413,2,3,14,59,24,1640134,3357742,-2011674,35388046,19990,2451,2361187
740,85411273210,21,42,19,59,24,1640134,3355813,-2008993,35492021,19990,2449,2370531
1685,9038341858,22,48,30,59,24,1640134,3353614,-2012118,35505135,19990,2447,2379953
322,9120062904,47,47,47,59,24,1640134,3351463,-2010739,35660164,19990,2444,2389312
2248,7781556169,7,7,13,59,24,1640134,3349323,-2009607,35701204,19990,2442,2398640
7321,82986670210,21,21,21,59,24,1640134,3347236,-2011787,35764367,19990,2440,2408000
2171,8418348255,10,8,31,59,24,1640134,3345102,-2011376,35790222,19990,2438,2417296
5932,8807360892,42,33,33,59,24,1640134,3342646,-2009392,35813335,19990,2436,2426671
1138,7520113642,42,43,21,59,24,1640134,3340197,-2008995,35769942,19990,2434,2436046
7090,9129969136,48,12,12,59,24,1640134,3337852,-2010191,35817449,19990,2432,2445453
6814,7161730558,31,8,31,59,24,1640134,3335313,-2010195,35949886,19992,2428,2454843
3686,82357197310,45,1,45,59,24,1640134,3332750,-2007073,35855935,19990,2426,2464250
5171,9542068772,24,5,6,59,24,1640134,3330236,-2011429,36016160,19990,2423,2473593
7716,7489831506,25,25,27,59,24,1640134,3327406,-2009847,35934044,19990,2420,2483015
4574,9125851421,21,33,33,59,24,1640134,3324656,-2008733,36132744,19990,2418,2492390
4174,7788136676,49,32,15,59,24,1640134,3321904,-2009599,36147533,19990,2415,2501750
1924,7775154009,26,28,41,59,24,1640134,3319181,-2011183,36132634,19990,2412,2511125
7753,92742387310,0,46,11,59,24,1640134,3315856,-2009671,36195630,19990,2409,2520468
6297,8974734735,32,15,32,59,24,1640134,3312776,-2009845,36102611,19992,2406,2529828
4347,7321091568,35,40,40,59,24,1640134,3309729,-2009463,36343744,19992,2403,2539203
8993,8951928386,16,16,23,59,24,1640134,3306079,-2010450,36303823,19992,2400,2548593
3387,8465898119,30,22,22,59,24,1640134,3302672,-2011884,36273739,19992,2396,2557937
9244,8841133888,0,0,11,59,24,1640134,3299081,-2009559,36512951,19990,2392,2567343
667,8182232785,42,42,33,59,24,1640134,3295394,-2011526,36512110,19990,2389,2576734
2332,7114019664,39,20,39,59,24,1640134,3291464,-2012031,36568386,19990,2385,2586218
177,75788633610,21,43,42,59,24,1640134,3287330,-2009739,36561785,19990,2381,2595546
2859,9425625026,43,19,42,59,24,1640134,3283244,-2010577,36552799,19990,2377,2604937
3946,8840346144,42,19,19,59,24,1640134,3278863,-2010067,36671487,19992,2373,2614328
5863,7746193714,33,21,33,59,24,1640134,3274299,-2010786,36651855,19990,2368,2623703
7146,7986472713,35,35,40,59,24,1640134,3269545,-2011510,36700467,19990,2364,2633093
5871,7174486623,21,19,19,59,24,1640134,3264673,-2012227,36739803,19992,2358,2642421
4156,9226691022,49,32,18,59,24,1640134,3259254,-2010603,36804509,19992,2354,2651765
3535,83419482410,43,19,43,59,24,1640134,3253766,-2009217,36896410,19992,2348,2661125
4777,7723117199,42,43,33,59,24,1640134,3248042,-2011901,36949528,19990,2342,2670546
616,8541862605,42,42,43,59,24,1640134,3242103,-2010851,36999375,19990,2337,2679890
6693,9367436283,45,40,45,59,24,1640134,3235739,-2012612,37117045,19992,2331,2689250
9830,8431424418,6,44,6,59,24,1640134,3229012,-2010775,37060434,19990,2324,2698578
4174,8475378547,47,48,47,59,24,1640134,3222177,-2007706,37204725,19990,2317,2707953
2626,86215304010,19,21,21,59,24,1640134,3214600,-2013130,37258835,19990,2311,2717390
8730,8266520241,32,18,49,59,24,1640134,3207194,-2010212,37238462,19992,2303,2726734
3256,7622625213,47,12,48,59,24,1640134,3198824,-2013200,37237422,19992,2295,2736062
8893,9734140006,12,22,48,59,24,1640134,3190124,-2010730,37434802,19992,2286,2745468
5701,9079019382,19,33,21,59,24,1640134,3180752,-2012992,37468338,19990,2277,2754875
8297,8569334921,12,30,22,59,24,1640134,3171118,-2011539,37383623,19990,2268,2764265
901,9983976657,32,32,17,59,24,1640134,3160806,-2012673,37579327,19990,2257,2773625
4752,9002319431,39,39,7,59,24,1640134,3149853,-2010396,37497021,19990,2247,2783000
6663,9290031096,21,21,42,59,24,1640134,3138407,-2009681,37791473,19990,2236,2792375
7361,7868325164,25,27,2,59,24,1640134,3125992,-2009518,37765760,19992,2224,2801703
5207,8138142635,1,1,40,59,24,1640134,3112728,-2010746,37811053,19990,2211,2811078
7879,7644246909,46,23,46,59,24,1640134,3098437,-2012490,37867158,19992,2197,2820421
9026,76113897510,42,43,21,59,24,1640134,3082979,-2011784,37926593,19992,2183,2829796
2945,7989183921,10,8,10,59,24,1640134,3066880,-2009723,38082541,19990,2167,2839171
9097,9393820233,44,24,37,59,24,1640134,3049200,-2009733,38091509,19990,2149,2848515
4561,8550088906,24,6,37,59,24,1640134,3030039,-2010149,38177795,19990,2131,2857828
5929,7536392489,8,38,36,59,24,1640134,3009114,-2006966,38203123,19990,2111,2867187
4492,8110982825,17,17,17,59,24,1640134,2986194,-2008493,38326666,19990,2089,2876593
1188,7696338022,44,6,24,59,24,1640134,2961011,-2009791,38252786,19990,2065,2886000
8972,8721942556,40,1,35,59,24,1640134,2932747,-2007881,38446599,19990,2037,2895375
2476,8580751757,11,16,0,59,24,1640134,2901366,-2008840,38520236,19992,2008,2904781
8623,9383621518,13,7,9,59,24,1640134,2866771,-2008217,38594813,19992,1975,2914109
1132,9016336896,5,37,5,59,24,1640134,2827915,-2010977,38758877,19990,1939,2923453
6285,8323476682,26,26,26,59,24,1640134,2783225,-2008850,38924060,19992,1896,2932828
6867,8534986126,17,32,18,59,24,1640134,2729842,-2009154,39055951,19992,1848,2942156
1693,7417044103,8,8,36,59,24,1640134,2662837,-2009101,39210077,19992,1787,2951453
3422,8604374442,36,10,8,59,24,1640134,2571802,-2009152,39140834,19990,1710,2960812
3009,9867651342,38,38,38,59,24,1640134,2443723,-2011332,39409750,19990,1601,2970203
1199,9291279136,9,20,7,59,24,1640134,2859849,-3302,39466510,5,0,2979671
3372,7962620487,4,1,45,59,24,1640134,2937250,-1821,39340220,5,0,2989171
8063,7398046672,49,18,32,59,24,1640134,2990636,-3116,39233891,8,0,2998671
9118,9397050717,7,7,9,59,24,1640134,3033887,-531,39075693,5,0,3008203
7480,71543761210,13,7,39,59,24,1640134,3070379,-925,39021845,5,0,3017671
1479,7274129933,37,37,37,59,24,1640134,3102888,-2960,38876079,5,0,3027250
8638,8378797168,38,10,38,59,24,1640134,3130746,-2420,38770394,5,0,3036765
6541,7743527256,22,47,12,59,24,1640134,3154840,-2437,38542663,5,0,3046328
5144,7774090672,29,34,34,59,24,1640134,3175908,-3226,38365763,5,0,3055890
5011,9751079803,44,24,44,59,24,1640134,3194498,-1038,38305203,8,0,3065531
2295,8789185538,28,29,28,59,24,1640134,3210747,-1019,38110779,5,0,3075171
8849,8239159697,22,48,12,59,24,1640134,3225808,-1198,38027931,5,0,3084843
5890,7864485337,22,30,47,59,24,1640134,3239209,-541,37864971,5,0,3094484
36,9495649502,47,22,12,59,24,1640134,3251733,-3631,37802953,5,0,3104109
9018,8209426798,14,14,27,59,24,1640134,3263174,-4394,37618830,5,0,3113796
990,76669531010,2,27,25,59,24,1640134,3274039,-6309,37526217,5,0,3123515
8869,9533645336,36,31,36,59,24,1640134,3283731,-2046,37443471,5,0,3133140
913,9987639455,1,1,4,59,24,1640134,3292838,-1499,37208949,5,0,3142781
9556,9290461552,39,20,7,59,24,1640134,3301436,-3231,37182494,5,0,3152421
5660,9781651587,3,25,3,59,24,1640134,3309616,-1065,37011362,5,0,3162093
4679,88975763110,45,40,40,59,24,1640134,3317384,-2062,36789382,5,0,3171734
3153,8015068229,44,37,6,59,24,1640134,3324768,-1152,36688866,8,0,3181328
5347,7439238604,14,3,25,59,24,1640134,3331496,-1543,36551455,5,0,3190968
5582,9071097256,35,35,35,59,24,1640134,3338187,-1302,36456891,5,0,3200734
5209,9917859382,16,23,11,59,24,1640134,3344240,-2853,36255319,5,0,3210578
5908,7796754493,34,29,41,59,24,1640134,3350325,-5299,36096193,5,0,3220359
2856,7487594907,2,14,14,59,24,1640134,3356231,-4630,36037331,8,0,3230109
3367,7714523111,31,8,38,60,24,1629199,4184454,2267,24252925,5,0,0
4713,7033435861,25,27,2,60,24,1629199,4184590,-1194,24244880,5,4200,9375
1893,8704243454,15,15,32,60,24,1629199,3971543,-2009172,24281819,19990,3066,19578
6617,7151270212,17,15,32,60,24,1629199,3952836,-2010978,24372991,19990,3045,28984
4788,8766134989,12,47,22,60,24,1629199,3938585,-2012303,24460620,19990,3028,38359
9386,7640167718,17,49,17,60,24,1629199,3926709,-2011456,24561136,19990,3018,47719
8049,9394932969,29,26,28,60,24,1629199,3916574,-2010142,24664823,19990,3004,57078
2590,9126598996,29,29,34,60,24,1629199,3907550,-2009054,24755507,19990,2994,66469
1422,8605619861,30,47,30,60,24,1629199,3899293,-2008163,24847404,19990,2986,75828
7384,9008479086,11,0,16,60,24,1629199,3891674,-2008363,24942561,19990,2979,85187
5651,8937662621,45,40,40,60,24,1629199,3885046,-2009229,25029012,19990,2973,94594
8642,8504788459,7,7,13,60,24,1629199,3878615,-2009968,25135872,19990,2967,103953
4668,7557983372,22,47,48,60,24,1629199,3872705,-2009490,25235985,19990,2961,113312
9381,9747488166,48,48,12,60,24,1629199,3867153,-2009549,25334077,19990,2956,122640
4206,9012764333,35,35,1,60,24,1629199,3861872,-2008875,25422555,19990,2951,132047
1630,88068530310,5,44,5,60,24,1629199,3856942,-2008454,25524897,19988,2946,141406
3173,7603678581,25,25,14,60,24,1629199,3852167,-2011025,25622815,19990,2941,150781
7972,8851992892,49,17,18,60,24,1629199,3847710,-2009941,25723886,19990,2937,160140
2364,8814742756,47,47,30,60,24,1629199,3843350,-2010603,25817323,19990,2933,169484
9155,8698794134,33,43,33,60,24,1629199,3839149,-2009736,25913968,19990,2929,178890
4806,8102870478,34,29,28,60,24,1629199,3835407,-2008491,26011269,19990,2926,188250
8103,9505648742,4,35,40,60,24,1629199,3831469,-2012336,26104838,19990,2923,197656
5388,80624922310,31,8,31,60,24,1629199,3828023,-2009346,26195596,19990,2919,207015
9608,9022338155,16,16,16,60,24,1629199,3824188,-2010472,26293621,19990,2916,216359
7042,7756926818,18,49,49,60,24,1629199,3820865,-2010484,26388037,19990,2912,225734
7348,7150477233,4,1,4,60,24,1629199,3817561,-2011949,26486458,19990,2909,235062
7758,8158845928,41,28,29,60,24,1629199,3814305,-2009580,26568267,19990,2906,244422
1131,72280797110,24,6,6,60,24,1629199,3810994,-2010110,26649161,19990,2903,253812
2467,7329527094,33,33,21,60,24,1629199,3808243,-2009847,26741827,19990,2900,263187
5612,7280583831,1,45,4,60,24,1629199,3805211,-2011325,26833864,19990,2897,272562
3583,8716548249,14,2,25,60,24,1629199,3801917,-2009787,26912264,19990,2895,281953
1781,7520088576,28,41,41,60,24,1629199,3799236,-2008803,27003520,19988,2892,291265
5451,9919239979,36,31,38,60,24,1629199,3796566,-2010345,27096055,19990,2889,300656
6121,8233870014,10,31,10,60,24,1629199,3793793,-2009964,27167309,19990,2887,310000
7175,8277020959,10,36,10,60,24,1629199,3791076,-2011772,27253468,19990,2884,319390
2528,8325963193,47,22,48,60,24,1629199,3788263,-2010595,27359242,19990,2881,328781
2887,8793521714,20,13,9,60,24,1629199,3785335,-2009123,27433604,19990,2879,338140
3297,9776630772,11,11,23,60,24,1629199,3782496,-2010176,27524927,19990,2875,347500
4063,9594985484,30,47,48,60,24,1629199,3779642,-2009663,27601435,19990,2873,356844
1851,9518185801,32,17,49,60,24,1629199,3776605,-2007100,27702827,19990,2870,366250
7445,9711785929,3,25,2,60,24,1629199,3773958,-2010321,27780591,19990,2867,375625
1390,7790739086,3,14,3,60,24,1629199,3771005,-2011789,27862962,19990,2864,384984
1842,9218035921,15,15,32,60,24,1629199,3768036,-2011455,27932283,19990,2862,394344
8136,9196683348,25,2,2,60,24,1629199,3765002,-2009177,28021163,19990,2859,403719
8445,9926994865,15,15,49,60,24,1629199,3761921,-2008661,28107497,19990,2856,413047
4039,70392810010,41,26,29,60,24,1629199,3758897,-2010947,28196190,19988,2853,422437
6693,7802962109,13,7,13,60,24,1629199,3755811,-2011409,28282638,19990,2849,431781
7937,8492463578,16,23,11,60,24,1629199,3752577,-2010601,28353248,19990,2847,441219
3864,8922770328,14,3,3,60,24,1629199,3749308,-2009928,28438114,19990,2843,450609
6950,9475996118,14,3,3,60,24,1629199,3746320,-2007876,28521343,19990,2841,460000
9968,76435239310,19,43,19,60,24,1629199,3742898,-2007799,28593181,19988,2837,469312
4682,9613386782,18,15,49,60,24,1629199,3739472,-2008646,28602842,19990,2834,478656
5842,7905887596,47,30,12,60,24,1629199,3736137,-2009985,28711407,19990,2831,488031
425,7283296268,46,46,16,60,24,1629199,3732550,-2011429,28808521,19990,2827,497437
3075,7755480931,16,23,0,60,24,1629199,3729072,-2008484,28869196,19990,2823,506797
466,92583908410,20,7,7,60,24,1629199,3725551,-2013779,28882823,19990,2820,516155
9058,8346420143,3,14,2,60,24,1629199,3722115,-2010430,28957664,19990,2817,525531
12,9823934411,28,28,41,60,24,1629199,3718709,-2008387,29007624,19990,2813,534859
2682,8615077453,17,32,17,60,24,1629199,3715165,-2010297,29069784,19990,2809,544219
7196,9423735243,47,22,47,60,24,1629199,3711744,-2012203,29054897,19990,2807,553625
6826,9167772768,28,29,29,60,24,1629199,3708164,-2010298,29121613,19990,2803,562969
419,9439323421,32,32,49,60,24,1629199,3705126,-2011672,29164073,19990,2799,572375
4938,8756110576,39,39,13,60,24,1629199,3701698,-2011303,29181924,19990,2796,581750
5169,8309535121,1,4,1,60,24,1629199,3698743,-2009886,29208868,19990,2793,591109
2604,9325378472,46,16,23,60,24,1629199,3695462,-2009458,29226999,19990,2790,600469
3571,9512435036,35,35,4,60,24,1629199,3692625,-2009644,29237745,19990,2788,609859
3664,8399133027,35,45,45,60,24,1629199,3689406,-2009977,29242923,19990,2785,619250
2528,9568678264,4,45,1,60,24,1629199,3686573,-2011636,29253515,19990,2781,628609
5074,8450927078,23,46,23,60,24,1629199,3683799,-2011736,29239306,19990,2779,638000
3515,7458239611,9,39,13,60,24,1629199,3680891,-2009934,29295295,19990,2775,647359
494,7328866212,11,0,16,60,24,1629199,3678118,-2011613,29298046,19990,2773,656703
9655,81178790910,24,24,6,60,24,1629199,3675411,-2008734,29287849,19990,2770,666062
8515,9414116574,28,34,26,60,24,1629199,3672833,-2010349,29303035,19990,2767,675422
2137,9086023799,8,36,38,60,24,1629199,3669934,-2008861,29315764,19990,2765,684765
415,9679826554,44,24,6,60,24,1629199,3667386,-2010671,29309978,19990,2762,694125
4778,84154480910,7,39,7,60,24,1629199,3664751,-2011910,29312925,19990,2759,703515
8212,7431526435,33,19,33,60,24,1629199,3662052,-2010559,29312308,19990,2757,712859
3167,9377529863,20,39,39,60,24,1629199,3659454,-2009258,29332492,19990,2754,722140
26,8223964878,36,36,31,60,24,1629199,3656715,-2010083,29336633,19990,2751,731484
2704,8852545149,31,36,10,60,24,1629199,3654128,-2010263,29328710,19990,2749,740828
8558,8031699548,27,25,25,60,24,1629199,3651523,-2012214,29363800,19990,2746,750156
1557,7357522923,35,1,4,60,24,1629199,3648917,-2009419,29369605,19990,2743,759547
6055,7020330719,13,39,13,60,24,1629199,3646221,-2011283,29347492,19990,2741,768890
1952,9835146266,44,24,6,60,24,1629199,3643795,-2007673,29394554,19990,2738,778250
7111,9918964121,23,16,16,60,24,1629199,3641159,-2010253,29420862,19990,2735,787625
5414,9510948712,8,10,10,60,24,1629199,3638614,-2011074,29425333,19988,2733,797062
4164,7746783406,33,43,21,60,24,1629199,3636239,-2013768,29456836,19990,2731,806453
9005,76022357510,46,46,0,60,24,1629199,3633761,-2011500,29458074,19990,2728,815781
219,9453059538,7,9,7,60,24,1629199,3630978,-2010630,29506195,19990,2725,825125
8518,9605477041,29,34,29,60,24,1629199,3628652,-2007941,29511798,19990,2723,834484
347,7430733764,1,40,45,60,24,1629199,3626103,-2010220,29518270,19990,2721,843797
3116,9257199159,46,46,46,60,24,1629199,3623799,-2009910,29568775,19990,2719,853125
8640,8093068351,34,26,41,60,24,1629199,3621004,-2010318,29546179,19990,2716,862422
2801,9021075266,8,31,38,60,24,1629199,3618769,-2011517,29617767,19990,2714,871750
6420,7707154517,27,14,27,60,24,1629199,3616403,-2009470,29645246,19990,2711,881140
7113,9879899693,36,36,8,60,24,1629199,3613974,-2009531,29677074,19990,2708,890515
5593,7809834509,40,1,4,60,24,1629199,3611506,-2011619,29720538,19990,2706,899859
5867,9542516095,33,33,43,60,24,1629199,3609189,-2010836,29748661,19990,2703,909250
9896,72311462910,4,1,45,60,24,1629199,3606923,-2010819,29780873,19990,2701,918594
3732,8055735274,0,0,0,60,24,1629199,3604419,-2009913,29834205,19990,2699,927969
5911,7148129613,2,25,3,60,24,1629199,3602134,-2010791,29849550,19990,2697,937312
4918,8143727562,20,39,39,60,24,1629199,3599856,-2011997,29893919,19990,2694,946640
936,8427854128,14,3,27,60,24,1629199,3597641,-2009608,29902634,19990,2692,956094
5142,7420820467,1,45,1,60,24,1629199,3595201,-2008352,29988945,19990,2689,965422
2794,94448964510,15,49,15,60,24,1629199,3593178,-2011184,30023626,19990,2687,974844
4742,8585912265,43,33,19,60,24,1629199,3590765,-2010712,30061683,19990,2685,984219
