Vehicle_Number,Phone_Number,Starting_Location,Destination,Frequent_Places,cycle,ambient_temperature,capacity,voltage_measured,current_measured,temperature_measured,current_load,voltage_load,time
7501,9418478768,44,5,5,17,24,1768630,3834665,-2008843,26814651,19986,2921,318703
2302,9647262068,20,20,20,17,24,1768630,3831495,-2006457,26890539,19986,2917,329000
2445,7363561229,5,44,24,17,24,1768630,3828517,-2008827,26974950,19986,2915,339250
3830,7276543106,41,41,34,17,24,1768630,3825521,-2007906,27066722,19986,2913,349547
2438,7299537811,29,28,29,17,24,1768630,3822594,-2008874,27137542,19986,2910,359797
9358,7339075235,41,26,29,17,24,1768630,3819755,-2007367,27222038,19986,2907,370062
4684,9710914649,30,12,30,17,24,1768630,3816911,-2007517,27308531,19986,2905,380344
2012,8063710063,46,16,46,17,24,1768630,3814365,-2007913,27379652,19986,2903,390656
9796,8751760789,6,6,37,17,24,1768630,3811548,-2008142,27452929,19986,2900,400906
3388,9349272806,22,48,48,17,24,1768630,3808753,-2009977,27527831,19986,2897,411125
3798,9853367752,37,44,5,17,24,1768630,3805983,-2010671,27605476,19986,2895,421406
8043,8919072538,21,33,33,17,24,1768630,3803031,-2012935,27679588,19986,2892,431687
7411,7546335626,18,18,49,17,24,1768630,3799965,-2008785,27759995,19986,2889,441984
4584,9898519967,25,27,25,17,24,1768630,3797417,-2010089,27823440,19986,2887,452281
4613,9191423479,3,27,3,17,24,1768630,3794313,-2006498,27895774,19986,2883,462531
2047,7156753226,32,18,32,17,24,1768630,3791665,-2006124,27968197,19986,2881,472812
8562,8501238746,44,37,44,17,24,1768630,3788396,-2008203,28045884,19986,2878,483125
6612,73992750110,43,19,42,17,24,1768630,3785797,-2007205,28119433,19986,2875,493406
853,7362236824,18,17,17,17,24,1768630,3782884,-2009759,28187800,19986,2873,503734
4791,9538854352,12,48,48,17,24,1768630,3779786,-2009409,28246441,19986,2870,514109
9134,9091672999,39,20,13,17,24,1768630,3776795,-2008597,28323001,19986,2867,524375
1038,9901876876,42,42,19,17,24,1768630,3773920,-2009455,28377512,19986,2865,534672
4356,9217219147,10,10,36,17,24,1768630,3770936,-2008171,28441193,19986,2861,544953
9515,7455142581,28,26,34,17,24,1768630,3768218,-2007888,28504975,19986,2859,555219
8591,9807977965,3,3,25,17,24,1768630,3765507,-2007263,28569131,19986,2856,565515
6721,9202531819,22,48,22,17,24,1768630,3762385,-2008451,28607756,19986,2854,575828
1696,8220812162,9,7,13,17,24,1768630,3759509,-2010865,28659945,19986,2851,586094
9318,75005714310,30,47,30,17,24,1768630,3756666,-2007793,28721868,19986,2848,596390
5712,8333071881,20,9,9,17,24,1768630,3754045,-2010531,28769379,19986,2845,606672
4627,9439470283,36,10,8,17,24,1768630,3751319,-2010679,28816520,19986,2843,616953
2278,8702026651,25,25,2,17,24,1768630,3748498,-2008641,28857326,19986,2840,627281
4235,7078073783,3,14,3,17,24,1768630,3745969,-2008992,28909580,19986,2837,637515
4405,9075857845,22,47,22,17,24,1768630,3743388,-2008075,28959364,19986,2835,647844
3713,8103113762,49,49,18,17,24,1768630,3740411,-2007663,28997425,19986,2833,658078
4370,7421670812,37,6,44,17,24,1768630,3738056,-2010917,29016761,19986,2831,668359
6433,98855485910,36,10,36,17,24,1768630,3735402,-2004213,29056659,19986,2828,678672
2409,8691831045,26,41,34,17,24,1768630,3732931,-2007148,29094229,19986,2825,688937
1937,9817218571,22,22,12,17,24,1768630,3730343,-2006212,29109067,19986,2823,699265
3159,7796491048,27,25,14,17,24,1768630,3727993,-2009343,29134899,19986,2821,709547
9303,8484312468,46,46,0,17,24,1768630,3725354,-2006929,29161527,19986,2818,719828
7391,9387235858,23,23,16,17,24,1768630,3722826,-2009769,29181849,19986,2815,730125
2285,7822964637,21,19,21,17,24,1768630,3720523,-2008991,29212251,19986,2813,740406
9511,9250529973,39,7,20,17,24,1768630,3717922,-2008537,29228938,19986,2811,750687
9340,7539633156,14,2,27,17,24,1768630,3715660,-2006537,29253862,19986,2809,760984
837,7881289156,38,8,10,17,24,1768630,3713211,-2009528,29272032,19986,2807,771265
7888,9430927075,16,46,11,17,24,1768630,3710878,-2008338,29290827,19986,2805,781547
4344,8991048079,41,28,41,17,24,1768630,3708309,-2008480,29298204,19986,2802,791844
5328,80296779110,13,20,20,17,24,1768630,3706106,-2009973,29311016,19986,2800,802094
9863,9215552455,47,12,47,17,24,1768630,3703679,-2008301,29332441,19986,2797,812328
5281,7827769121,17,15,17,17,24,1768630,3700871,-2006754,29342581,19986,2795,822640
9233,8453460717,29,26,34,17,24,1768630,3698683,-2005326,29369810,19986,2792,832984
9348,9439237619,9,13,13,17,24,1768630,3696456,-2009139,29389669,19986,2790,843250
8524,7815615909,28,26,28,17,24,1768630,3694218,-2007213,29400329,19986,2788,853531
6503,7585974425,16,46,0,17,24,1768630,3691682,-2008125,29422961,19986,2785,863844
6124,7780831286,31,10,38,17,24,1768630,3689310,-2006214,29447815,19986,2783,874156
3685,9913514245,37,37,6,17,24,1768630,3686947,-2006813,29476010,19986,2781,884437
647,8658187824,1,4,45,17,24,1768630,3684932,-2009377,29496804,19986,2779,894750
8970,78649871910,7,39,7,17,24,1768630,3682214,-2007337,29521110,19986,2777,905031
4480,8286417055,32,18,32,17,24,1768630,3679993,-2009448,29535439,19986,2774,915297
366,9527963237,13,13,7,17,24,1768630,3677732,-2007130,29564381,19988,2772,925594
3805,8078882249,6,6,5,17,24,1768630,3675386,-2008277,29585329,19986,2769,935859
8958,86561162410,2,2,25,17,24,1768630,3673093,-2008154,29619611,19986,2767,946156
1014,7831918293,3,2,25,17,24,1768630,3670706,-2011173,29643541,19986,2765,956437
1893,89417770010,16,11,0,17,24,1768630,3668479,-2007820,29654608,19988,2763,966750
7054,9231295737,26,26,26,17,24,1768630,3666258,-2008369,29684200,19986,2761,977015
3091,72050124410,12,48,22,17,24,1768630,3663965,-2008738,29704095,19986,2759,987312
3374,8738683073,32,49,18,17,24,1768630,3661804,-2008271,29735607,19986,2757,997609
3285,7737994628,25,14,3,17,24,1768630,3659479,-2009256,29759354,19986,2755,1007875
196,9641699143,27,3,2,17,24,1768630,3657227,-2008847,29780261,19986,2752,1018172
7874,9452127523,30,47,12,17,24,1768630,3654995,-2006761,29813141,19986,2750,1028453
6964,9109243966,31,8,31,17,24,1768630,3652776,-2007772,29840947,19986,2747,1038719
803,8243745827,47,12,48,17,24,1768630,3650602,-2007423,29875005,19986,2745,1048984
1601,9400541222,43,19,33,17,24,1768630,3648518,-2009800,29906077,19986,2743,1059281
9087,8100233348,49,15,32,17,24,1768630,3646178,-2007875,29941114,19986,2741,1069531
1664,7284643273,35,1,4,17,24,1768630,3643974,-2007081,29973310,19986,2739,1079875
5256,8840884703,33,33,19,17,24,1768630,3641778,-2007972,30001004,19986,2737,1090172
8340,8031846412,9,7,9,17,24,1768630,3639728,-2009737,30032314,19988,2735,1100390
5970,9699855289,16,16,46,17,24,1768630,3637651,-2008364,30067921,19986,2733,1110734
4220,95137565110,46,11,23,17,24,1768630,3635449,-2009935,30094551,19986,2731,1120969
5168,8137129394,3,14,14,17,24,1768630,3633198,-2008485,30125948,19986,2728,1131297
330,8939742566,12,47,47,17,24,1768630,3631377,-2007940,30158930,19986,2726,1141531
7938,8057356894,24,44,44,17,24,1768630,3629112,-2007847,30179868,19986,2724,1151781
4540,7275210402,2,14,14,17,24,1768630,3626935,-2006656,30213156,19986,2722,1162000
4084,7163440547,15,15,17,17,24,1768630,3624939,-2004760,30248648,19986,2720,1172234
4084,7883684665,42,42,33,17,24,1768630,3622609,-2006490,30264326,19986,2718,1182484
9962,9541186561,42,21,42,17,24,1768630,3620892,-2009168,30296235,19986,2716,1192812
7050,7754633964,14,27,2,17,24,1768630,3618803,-2009648,30326149,19986,2715,1203094
5415,7487494473,30,12,48,17,24,1768630,3616659,-2006936,30361872,19986,2712,1213406
1442,9181322955,21,33,42,17,24,1768630,3614660,-2008812,30390707,19988,2710,1223656
8024,9861756256,21,43,19,17,24,1768630,3612675,-2005607,30421204,19986,2708,1233890
6843,8097185097,48,47,47,17,24,1768630,3610847,-2010377,30459979,19986,2705,1244219
34,7868024934,40,35,40,17,24,1768630,3608615,-2007309,30494871,19986,2704,1254531
2817,8093440376,48,47,47,17,24,1768630,3606826,-2011659,30525246,19986,2701,1264828
1116,7416787312,46,11,46,17,24,1768630,3604508,-2008582,30557963,19988,2699,1275062
5251,7046081727,44,24,6,17,24,1768630,3602790,-2006725,30588601,19988,2697,1285375
1653,7078292425,28,28,28,17,24,1768630,3600488,-2005837,30621137,19986,2696,1295687
4894,8925497022,32,32,17,17,24,1768630,3598958,-2009488,30654927,19986,2694,1306000
5600,9448945307,25,3,2,17,24,1768630,3596740,-2007466,30684191,19986,2692,1316250
1600,7761952642,21,21,19,17,24,1768630,3594891,-2008580,30713521,19986,2690,1326531
7831,9632636196,13,13,39,17,24,1768630,3592767,-2006201,30740670,19986,2689,1336765
7727,7309142306,3,25,25,17,24,1768630,3591044,-2006773,30756991,19986,2687,1347125
3285,9095435906,15,49,49,17,24,1768630,3589264,-2009081,30793383,19986,2685,1357390
8352,9357570461,3,27,25,17,24,1768630,3587211,-2007282,30826133,19986,2683,1367672
4506,9076472762,42,21,19,17,24,1768630,3585749,-2010026,30857377,19986,2681,1377953
2121,7044740362,16,0,46,17,24,1768630,3583793,-2010217,30889296,19986,2679,1388234
3149,82879198910,39,39,9,17,24,1768630,3581844,-2010435,30914115,19986,2677,1398547
2865,8684363618,32,32,17,17,24,1768630,3580179,-2009222,30939507,19986,2676,1408812
2873,8642445876,38,31,31,17,24,1768630,3578208,-2007191,30971816,19986,2673,1419109
468,8508668803,41,34,26,17,24,1768630,3576232,-2006559,31001053,19988,2672,1429375
3881,82579201310,25,25,2,17,24,1768630,3574699,-2007190,31034856,19986,2671,1439687
269,8630326984,34,41,34,17,24,1768630,3572858,-2009474,31064430,19986,2669,1449969
3605,8814380648,46,23,16,17,24,1768630,3571136,-2007613,31089472,19986,2667,1460281
9200,9453348841,29,41,26,17,24,1768630,3569390,-2009559,31112576,19986,2665,1470500
9027,9124282643,22,47,48,17,24,1768630,3567702,-2007781,31137343,19986,2664,1480844
6964,8822334999,16,11,0,17,24,1768630,3565726,-2008043,31169974,19986,2662,1491094
5170,7313663671,14,3,14,17,24,1768630,3564310,-2005490,31193017,19986,2660,1501406
2693,7508329859,31,10,8,17,24,1768630,3562426,-2009156,31226737,19986,2659,1511656
3559,9469053664,1,40,40,17,24,1768630,3560842,-2007437,31253669,19986,2658,1521953
4621,9156993493,4,40,1,17,24,1768630,3559233,-2007941,31275532,19986,2656,1532250
3794,8977023247,13,39,9,17,24,1768630,3557559,-2007991,31311564,19986,2654,1542515
3601,8204897232,16,0,16,17,24,1768630,3556140,-2009700,31344342,19988,2652,1552844
543,8351493113,34,28,29,17,24,1768630,3554152,-2009145,31371310,19986,2651,1563140
2135,75403990310,13,39,13,17,24,1768630,3552557,-2007506,31397575,19986,2649,1573359
8540,7576733045,34,26,28,17,24,1768630,3550984,-2010489,31427228,19986,2648,1583703
9088,8675186235,1,1,1,17,24,1768630,3549232,-2008432,31458099,19986,2646,1594015
8523,8936170718,5,24,5,17,24,1768630,3547542,-2008538,31481734,19986,2644,1604281
173,7137528879,14,3,14,17,24,1768630,3545969,-2008762,31504458,19986,2642,1614594
3728,9325790763,4,1,1,17,24,1768630,3544617,-2011803,31535407,19988,2641,1624859
6189,8642760383,21,43,43,17,24,1768630,3543159,-2010656,31562807,19986,2640,1635094
3599,8773130165,29,26,34,17,24,1768630,3541475,-2006237,31582592,19986,2638,1645390
3929,9523494177,11,16,0,17,24,1768630,3539944,-2006985,31616190,19986,2636,1655750
4505,7548860033,30,30,12,17,24,1768630,3538446,-2009431,31628672,19986,2634,1666015
5683,9805440004,22,47,47,17,24,1768630,3536790,-2008642,31661480,19988,2633,1676312
3423,9048494787,22,30,48,17,24,1768630,3535482,-2008844,31696624,19986,2632,1686562
3085,8542180941,1,40,1,17,24,1768630,3534034,-2008651,31714237,19986,2630,1696859
9093,7146327228,39,20,20,17,24,1768630,3532426,-2009467,31740781,19988,2629,1707140
4050,9796992737,49,49,32,17,24,1768630,3531018,-2008533,31759894,19986,2628,1717437
5824,71105683210,12,12,22,17,24,1768630,3529538,-2007434,31796725,19986,2626,1727703
865,8044738917,48,30,12,17,24,1768630,3528040,-2008425,31818730,19986,2624,1737969
9346,8960040725,0,46,0,17,24,1768630,3526824,-2008715,31847192,19986,2624,1748281
6492,7273386627,42,19,19,17,24,1768630,3525165,-2007973,31868323,19986,2622,1758562
8284,7200319885,6,37,44,17,24,1768630,3523900,-2008130,31887027,19986,2621,1768844
1250,8802585669,32,49,32,17,24,1768630,3522597,-2005752,31907890,19986,2619,1779125
4579,7862746699,18,17,32,17,24,1768630,3521048,-2009807,31930113,19986,2618,1789422
2583,8838076283,8,31,31,17,24,1768630,3519708,-2005402,31969441,19986,2616,1799719
6387,9531185641,2,27,14,17,24,1768630,3518446,-2009644,31993442,19986,2615,1809953
8238,8102360041,21,42,42,17,24,1768630,3516816,-2006337,32018165,19986,2614,1820297
8874,8711312202,28,28,29,17,24,1768630,3515571,-2006331,32053088,19986,2612,1830578
7970,9998455134,3,14,14,17,24,1768630,3514407,-2009735,32075792,19986,2611,1840890
4739,8395421073,9,20,39,17,24,1768630,3513107,-2007335,32102951,19986,2610,1851203
2143,7189668941,35,40,40,17,24,1768630,3511620,-2007135,32117741,19986,2608,1861484
4935,9278790208,12,30,12,17,24,1768630,3510349,-2008995,32149405,19986,2608,1871734
5082,9786092615,20,7,20,17,24,1768630,3509079,-2007948,32175039,19986,2606,1882015
1604,7179347751,2,14,2,17,24,1768630,3507766,-2007766,32198466,19986,2605,1892297
1088,7626113431,9,39,20,17,24,1768630,3506523,-2007053,32233891,19986,2604,1902578
4443,9976943617,28,29,29,17,24,1768630,3505518,-2006275,32252409,19986,2602,1912859
2835,8784139853,41,34,29,17,24,1768630,3504026,-2007994,32276155,19986,2602,1923140
5330,9865069617,24,6,44,17,24,1768630,3502852,-2008732,32302283,19988,2600,1933437
8420,8050652574,46,23,11,17,24,1768630,3501791,-2008316,32327669,19988,2599,1943687
830,8044398819,15,17,15,17,24,1768630,3500488,-2007929,32347140,19986,2598,1954031
5787,77114605810,13,13,39,17,24,1768630,3499571,-2005870,32382714,19986,2597,1964312
1160,9320581435,17,49,15,17,24,1768630,3498062,-2007644,32398592,19986,2596,1974594
7384,9366497117,5,44,24,17,24,1768630,3496771,-2007413,32425075,19986,2594,1984844
3242,8874896289,15,17,49,17,24,1768630,3495636,-2006235,32459882,19986,2593,1995156
832,9813860237,26,29,41,17,24,1768630,3494606,-2006938,32484146,19988,2592,2005437
5712,9812110589,18,17,49,17,24,1768630,3493446,-2006597,32507269,19986,2591,2015687
4762,85760471510,40,4,40,17,24,1768630,3492389,-2010039,32521781,19986,2590,2026031
9427,9117158382,28,34,28,17,24,1768630,3491219,-2009098,32554817,19988,2588,2036312
6845,7461220076,30,48,47,17,24,1768630,3489993,-2009061,32575919,19986,2588,2046562
5507,8236840953,46,0,16,17,24,1768630,3488668,-2006347,32612213,19986,2586,2056875
8707,7564596598,43,43,33,17,24,1768630,3487606,-2008730,32641944,19986,2586,2067172
7647,8459459213,12,47,12,17,24,1768630,3486632,-2007590,32664798,19986,2584,2077437
1583,82466791310,34,26,41,17,24,1768630,3485467,-2006948,32687117,19986,2584,2087781
7233,8263156179,24,6,5,17,24,1768630,3484326,-2009138,32708028,19986,2582,2098078
4250,7392971694,25,25,14,17,24,1768630,3483112,-2009228,32725916,19986,2581,2108328
5140,97574908410,6,24,37,17,24,1768630,3482114,-2008011,32767553,19986,2580,2118625
6399,7819882232,35,35,45,17,24,1768630,3480787,-2006983,32789495,19986,2579,2128922
8888,9093733163,32,17,17,17,24,1768630,3479820,-2006274,32811440,19988,2578,2139187
5261,9516763831,27,27,27,17,24,1768630,3478861,-2007438,32835223,19988,2577,2149469
6922,9638089749,9,20,9,17,24,1768630,3477667,-2008251,32878292,19988,2576,2159734
93,9725517787,1,45,45,17,24,1768630,3476508,-2006158,32901490,19986,2574,2170015
3736,8314491077,47,12,12,17,24,1768630,3475598,-2009006,32921461,19988,2574,2180281
6142,9933356228,6,5,37,17,24,1768630,3474155,-2010519,32943257,19986,2572,2190578
5899,94563241310,35,4,45,17,24,1768630,3473307,-2008760,32979981,19986,2572,2200906
6302,8108096687,16,0,23,17,24,1768630,3471872,-2009257,33008936,19988,2570,2211140
1665,8408190573,13,39,13,17,24,1768630,3470900,-2009495,33045208,19986,2569,2221453
6625,77748345310,11,11,23,17,24,1768630,3469833,-2008402,33065373,19988,2568,2231719
7975,8502270106,38,10,36,17,24,1768630,3468789,-2008067,33104882,19986,2566,2242031
2595,7866819187,42,33,43,17,24,1768630,3467760,-2011244,33126233,19986,2566,2252312
2644,9847938858,38,10,38,17,24,1768630,3466393,-2008929,33152303,19986,2564,2262562
9011,8117111614,13,7,20,17,24,1768630,3465266,-2005986,33176240,19986,2563,2272890
41,8352674041,29,29,28,17,24,1768630,3464167,-2008721,33222626,19986,2562,2283172
5444,9868816192,23,23,46,17,24,1768630,3462921,-2009154,33246948,19986,2561,2293484
3070,8089357206,29,28,28,17,24,1768630,3461716,-2010345,33274958,19986,2560,2303703
2249,8830593972,26,34,29,17,24,1768630,3460568,-2009263,33305339,19986,2559,2314015
870,7790919169,11,16,11,17,24,1768630,3459414,-2006152,33338747,19986,2558,2324344
7282,8824210561,18,49,18,17,24,1768630,3458042,-2006985,33368676,19986,2556,2334594
3669,8264272663,1,35,45,17,24,1768630,3456982,-2008696,33394790,19988,2555,2344890
4484,9237164763,47,30,12,17,24,1768630,3455637,-2006558,33421518,19986,2554,2355187
6145,8047276775,5,44,24,17,24,1768630,3454578,-2008085,33457099,19986,2553,2365484
1377,7574059293,11,23,46,17,24,1768630,3453168,-2009413,33475786,19986,2551,2375781
8824,8648227436,32,15,15,17,24,1768630,3451943,-2009028,33522556,19986,2550,2386031
9123,8708436813,32,49,49,17,24,1768630,3450800,-2006134,33547597,19986,2549,2396359
5737,8009859381,24,44,24,17,24,1768630,3449341,-2008939,33584430,19986,2548,2406609
923,9178991688,47,47,47,17,24,1768630,3448118,-2007802,33617664,19988,2546,2416890
8625,9755968343,36,10,10,17,24,1768630,3446794,-2006654,33639527,19986,2545,2427156
8230,7362794491,48,47,47,17,24,1768630,3445512,-2007751,33696779,19986,2544,2437453
5568,7095490857,3,3,14,17,24,1768630,3444122,-2005879,33723607,19986,2542,2447765
4000,9900897652,27,3,27,17,24,1768630,3442843,-2009487,33754674,19988,2541,2458078
9462,9238362678,43,33,19,17,24,1768630,3441364,-2006284,33805468,19986,2540,2468328
7741,9397545371,20,7,7,17,24,1768630,3439918,-2007427,33819237,19986,2538,2478609
1022,7968770751,41,26,29,17,24,1768630,3438558,-2009390,33859327,19986,2537,2488953
2266,9271460766,40,40,4,17,24,1768630,3437321,-2009220,33886880,19986,2536,2499265
6647,9366998817,28,26,41,17,24,1768630,3435613,-2009024,33939099,19986,2534,2509500
8176,90805827810,49,18,49,17,24,1768630,3434117,-2009911,33966675,19986,2532,2519781
1484,7226339101,3,25,3,17,24,1768630,3432725,-2009034,34002212,19988,2531,2530078
7576,9057210289,23,23,11,17,24,1768630,3431104,-2010956,34046891,19986,2530,2540344
4807,8365065121,45,4,40,17,24,1768630,3429695,-2006834,34074077,19988,2528,2550609
5653,9203669039,6,44,37,17,24,1768630,3428152,-2007646,34101302,19986,2527,2560922
448,9277037692,40,40,4,17,24,1768630,3426748,-2010499,34148092,19986,2525,2571187
3036,9958133809,48,47,12,17,24,1768630,3424984,-2006613,34187803,19986,2523,2581515
8682,8053483097,11,11,0,17,24,1768630,3423300,-2007815,34220737,19986,2522,2591781
9257,9270313832,7,7,7,17,24,1768630,3421484,-2009228,34254887,19986,2520,2602015
3685,8423069798,16,16,46,17,24,1768630,3419747,-2010021,34283852,19986,2518,2612344
6293,9824160492,6,37,6,17,24,1768630,3417917,-2008326,34338833,19986,2517,2622640
3514,9494669539,38,8,36,17,24,1768630,3416400,-2007446,34368700,19988,2515,2632906
372,8860247892,3,27,25,17,24,1768630,3414353,-2007582,34417845,19986,2513,2643312
5194,9988340647,43,42,42,17,24,1768630,3412793,-2009977,34458959,19986,2512,2653750
3904,9673130514,36,10,31,17,24,1768630,3410315,-2008295,34492977,19988,2510,2664172
1551,7025448275,18,15,18,17,24,1768630,3408517,-2007602,34544336,19986,2507,2674562
682,7003558809,33,42,42,17,24,1768630,3406609,-2010927,34581269,19986,2506,2684969
5476,7523095897,2,3,14,17,24,1768630,3404402,-2009225,34628196,19986,2504,2695375
9969,71730822710,16,0,23,17,24,1768630,3402236,-2009703,34668434,19986,2501,2705750
2315,7248017447,4,1,40,17,24,1768630,3400176,-2010103,34708015,19986,2499,2716187
1943,8939828605,0,16,46,17,24,1768630,3397899,-2010138,34743290,19986,2496,2726672
9822,89658765110,45,4,40,17,24,1768630,3395159,-2007989,34787237,19986,2494,2737078
8532,9038052686,8,10,36,17,24,1768630,3392885,-2007475,34828239,19986,2492,2747578
2206,9127796764,12,12,22,17,24,1768630,3390468,-2009177,34865561,19988,2489,2758031
3241,9286257312,7,20,39,17,24,1768630,3387745,-2010928,34907985,19986,2487,2768437
1363,8941089824,22,47,22,17,24,1768630,3384889,-2007558,34945456,19986,2484,2778828
6403,71865527710,40,40,1,17,24,1768630,3382019,-2008091,34988804,19986,2481,2789234
3630,9251683679,35,45,4,17,24,1768630,3379098,-2009231,35032460,19986,2478,2799656
664,9515929576,38,36,38,17,24,1768630,3375945,-2006600,35074290,19986,2475,2810062
630,8283840971,45,40,4,17,24,1768630,3372711,-2010361,35104859,19988,2472,2820547
4800,9008795304,45,4,35,17,24,1768630,3369191,-2007254,35151697,19986,2469,2830969
2162,8630445581,24,5,37,17,24,1768630,3365386,-2006687,35194653,19986,2465,2841437
4739,9003238898,33,42,43,17,24,1768630,3361647,-2005253,35250603,19986,2462,2851937
3980,7051198192,20,9,39,17,24,1768630,3357463,-2009808,35294727,19986,2458,2862328
618,7078217931,10,10,36,17,24,1768630,3353230,-2007822,35334450,19986,2453,2872750
1988,8573026532,33,42,42,17,24,1768630,3348523,-2009330,35393667,19986,2448,2883172
2771,8450691808,22,30,12,17,24,1768630,3343536,-2008596,35432472,19986,2444,2893625
9283,9090727302,11,0,11,17,24,1768630,3338421,-2009677,35480950,19986,2438,2904000
9699,70444158710,16,23,16,17,24,1768630,3332684,-2007206,35527093,19986,2433,2914359
7071,8835157915,34,34,28,17,24,1768630,3326227,-2006909,35577339,19986,2427,2924828
4491,8708260916,30,12,47,17,24,1768630,3319796,-2009248,35613486,19986,2420,2935312
1737,7039675327,32,17,18,17,24,1768630,3312581,-2008308,35669039,19986,2413,2945781
7598,7866477323,40,40,35,17,24,1768630,3304650,-2007969,35718218,19986,2406,2956203
5647,8642890979,0,0,0,17,24,1768630,3296207,-2007831,35785815,19986,2398,2966609
7544,8274356952,7,9,9,17,24,1768630,3286907,-2010391,35836525,19986,2388,2977015
2387,8620548216,47,12,22,17,24,1768630,3276836,-2008451,35891228,19986,2378,2987406
1401,7848852729,32,49,32,17,24,1768630,3265602,-2006425,35945748,19986,2368,2997937
4375,89257225710,33,19,42,17,24,1768630,3253460,-2009624,36003954,19986,2356,3008359
6683,9572220804,2,3,2,17,24,1768630,3240550,-2004221,36074085,19986,2344,3018750
9424,7338829108,4,4,4,17,24,1768630,3226056,-2008066,36123623,19986,2331,3029203
3700,8057587069,24,24,37,17,24,1768630,3210597,-2008609,36176309,19986,2315,3039625
9245,7468288046,28,28,29,17,24,1768630,3193642,-2008142,36254460,19986,2299,3050031
5730,92928382910,34,28,29,17,24,1768630,3175206,-2006943,36323416,19986,2282,3060437
3152,9346864447,30,12,30,17,24,1768630,3154933,-2006813,36394305,19986,2261,3070812
3494,7988793012,46,23,16,17,24,1768630,3133096,-2007962,36477075,19986,2241,3081203
566,8358373231,18,18,18,17,24,1768630,3108404,-2006693,36540743,19986,2217,3091625
1626,9313043834,41,41,34,17,24,1768630,3081417,-2007847,36604212,19986,2191,3102015
50,9114349549,15,18,32,17,24,1768630,3051341,-2008829,36689459,19986,2162,3112422
503,9181639357,12,47,30,17,24,1768630,3017044,-2009189,36769637,19986,2130,3122890
7288,9346882349,10,38,36,17,24,1768630,2978325,-2007916,36867262,19986,2094,3133297
4357,9999799297,36,8,36,17,24,1768630,2932461,-2010591,36952038,19986,2050,3143687
132,9006659769,29,34,28,17,24,1768630,2876178,-2011583,37046737,19988,1999,3154078
8217,8093380374,16,46,11,17,24,1768630,2805224,-2009212,37156751,19986,1935,3164469
1432,9247349424,47,22,48,17,24,1768630,2712870,-2010331,37266210,19986,1852,3174875
5906,8514085449,17,15,49,17,24,1768630,2583516,-2006616,37382230,19986,1742,3185281
8945,9719893905,3,3,2,17,24,1768630,2408691,-2006999,37539269,19986,1585,3195797
8612,7154989567,19,42,21,17,24,1768630,2867381,2838,37633580,5,0,3206437
4777,93091691110,39,13,7,17,24,1768630,2956371,-1000,37590724,5,0,3217000
6107,9675991995,29,34,28,17,24,1768630,3010225,-924,37481919,5,0,3227547
6360,8841373819,34,34,26,17,24,1768630,3051787,-355,37370572,5,0,3238047
8780,9177757336,24,37,44,17,24,1768630,3087053,-2113,37249624,5,0,3248594
1302,9712020119,32,49,18,17,24,1768630,3117251,-543,37089985,5,0,3259156
466,9961420578,47,47,47,17,24,1768630,3143411,-2719,36975192,5,0,3269719
9841,8440015302,44,6,44,17,24,1768630,3165393,418,36819852,5,0,3280281
3274,9811812932,14,25,25,17,24,1768630,3184439,498,36673222,5,0,3290844
7056,7371077231,49,15,18,17,24,1768630,3200939,824,36525517,5,0,3301375
9655,7236473492,43,19,43,17,24,1768630,3215875,813,36381085,5,0,3312015
7968,7075187326,20,13,20,17,24,1768630,3229223,65,36215640,4,0,3322750
8868,8674515233,26,28,26,17,24,1768630,3241311,71,36087162,5,0,3333437
2963,8831596712,1,40,4,17,24,1768630,3252365,3057,35931644,5,0,3344187
6922,8342686908,49,18,32,18,24,1753630,4189715,5725,23795661,4,0,0
7363,74502593710,13,7,20,18,24,1753630,4189675,1228,23797610,4,4205,9328
1505,7826184482,29,41,41,18,24,1753630,3994305,-2007538,23815410,19986,3053,20515
414,78366775110,15,15,17,18,24,1753630,3978066,-2008542,23887807,19986,3048,30844
8478,7860638371,37,5,24,18,24,1753630,3965404,-2009337,23969309,19984,3034,41172
7412,9440680278,10,38,38,18,24,1753630,3955216,-2006694,24053880,19984,3022,51484
1476,7400278984,49,15,15,18,24,1753630,3946098,-2010465,24148846,19986,3010,61875
449,95244490410,12,22,22,18,24,1753630,3937937,-2006650,24246025,19986,3003,72172
8683,8138048894,35,4,45,18,24,1753630,3930384,-2010055,24339190,19986,2998,82578
8771,7851235689,44,44,6,18,24,1753630,3923612,-2006016,24447185,19986,2993,92937
6239,7519362808,40,4,35,18,24,1753630,3917363,-2008448,24533826,19986,2989,103359
7440,7805348658,30,30,48,18,24,1753630,3911256,-2009946,24624066,19986,2985,113656
3364,7029765452,44,44,5,18,24,1753630,3905629,-2009288,24722586,19986,2981,124062
4214,7449330853,43,33,43,18,24,1753630,3900126,-2009292,24818644,19984,2976,134375
7103,8730764318,38,8,31,18,24,1753630,3895232,-2009685,24923848,19986,2972,144687
6179,7835747454,28,29,41,18,24,1753630,3890458,-2007416,25006520,19984,2967,155000
208,8547011378,41,28,29,18,24,1753630,3885553,-2011121,25097283,19986,2963,165312
4470,9471371217,43,33,19,18,24,1753630,3881390,-2006608,25195128,19986,2961,175594
4333,7200919895,0,46,23,18,24,1753630,3877003,-2006737,25283555,19984,2957,185890
